0,0,15,0.0008,0.9908725267952201
0,0,15,0.0008,0.9908725267952201
1,0,15,0.0008,0.0048438444644977735
2,0,15,0.0008,-0.0014854040540470126
3,0,15,0.0008,-0.0053930905687258335
0,0,15,0.0008,0.9908725267952201
0,1,15,0.0008,0.003890841728749664
0,1,15,0.0008,0.003890841728749664
1,1,15,0.0008,0.9938236933694422
2,1,15,0.0008,-0.0027565968974713473
3,1,15,0.0008,-0.0002708149903818541
0,1,15,0.0008,0.003890841728749664
0,2,15,0.0008,-0.0019330100362968672
0,2,15,0.0008,-0.0019330100362968672
1,2,15,0.0008,-0.004465904086956962
2,2,15,0.0008,0.9886254792027873
3,2,15,0.0008,0.003971493279581614
0,2,15,0.0008,-0.0019330100362968672
0,3,15,0.0008,-0.007352626570518418
0,3,15,0.0008,-0.007352626570518418
1,3,15,0.0008,-0.00045964667233229506
2,3,15,0.0008,0.004160726065816633
3,3,15,0.0008,0.9812158332520233
0,3,15,0.0008,-0.007352626570518418
1,0,15,0.0008,0.0048438444644977735
0,0,15,0.0008,0.9908725267952201
1,0,15,0.0008,0.0048438444644977735
2,0,15,0.0008,-0.0014854040540470126
3,0,15,0.0008,-0.0053930905687258335
1,0,15,0.0008,0.0048438444644977735
1,1,15,0.0008,0.9938236933694422
0,1,15,0.0008,0.003890841728749664
1,1,15,0.0008,0.9938236933694422
2,1,15,0.0008,-0.0027565968974713473
3,1,15,0.0008,-0.0002708149903818541
1,1,15,0.0008,0.9938236933694422
1,2,15,0.0008,-0.004465904086956962
0,2,15,0.0008,-0.0019330100362968672
1,2,15,0.0008,-0.004465904086956962
2,2,15,0.0008,0.9886254792027873
3,2,15,0.0008,0.003971493279581614
1,2,15,0.0008,-0.004465904086956962
1,3,15,0.0008,-0.00045964667233229506
0,3,15,0.0008,-0.007352626570518418
1,3,15,0.0008,-0.00045964667233229506
2,3,15,0.0008,0.004160726065816633
3,3,15,0.0008,0.9812158332520233
1,3,15,0.0008,-0.00045964667233229506
2,0,15,0.0008,-0.0014854040540470126
0,0,15,0.0008,0.9908725267952201
1,0,15,0.0008,0.0048438444644977735
2,0,15,0.0008,-0.0014854040540470126
3,0,15,0.0008,-0.0053930905687258335
2,0,15,0.0008,-0.0014854040540470126
2,1,15,0.0008,-0.0027565968974713473
0,1,15,0.0008,0.003890841728749664
1,1,15,0.0008,0.9938236933694422
2,1,15,0.0008,-0.0027565968974713473
3,1,15,0.0008,-0.0002708149903818541
2,1,15,0.0008,-0.0027565968974713473
2,2,15,0.0008,0.9886254792027873
0,2,15,0.0008,-0.0019330100362968672
1,2,15,0.0008,-0.004465904086956962
2,2,15,0.0008,0.9886254792027873
3,2,15,0.0008,0.003971493279581614
2,2,15,0.0008,0.9886254792027873
2,3,15,0.0008,0.004160726065816633
0,3,15,0.0008,-0.007352626570518418
1,3,15,0.0008,-0.00045964667233229506
2,3,15,0.0008,0.004160726065816633
3,3,15,0.0008,0.9812158332520233
2,3,15,0.0008,0.004160726065816633
3,0,15,0.0008,-0.0053930905687258335
0,0,15,0.0008,0.9908725267952201
1,0,15,0.0008,0.0048438444644977735
2,0,15,0.0008,-0.0014854040540470126
3,0,15,0.0008,-0.0053930905687258335
3,0,15,0.0008,-0.0053930905687258335
3,1,15,0.0008,-0.0002708149903818541
0,1,15,0.0008,0.003890841728749664
1,1,15,0.0008,0.9938236933694422
2,1,15,0.0008,-0.0027565968974713473
3,1,15,0.0008,-0.0002708149903818541
3,1,15,0.0008,-0.0002708149903818541
3,2,15,0.0008,0.003971493279581614
0,2,15,0.0008,-0.0019330100362968672
1,2,15,0.0008,-0.004465904086956962
2,2,15,0.0008,0.9886254792027873
3,2,15,0.0008,0.003971493279581614
3,2,15,0.0008,0.003971493279581614
3,3,15,0.0008,0.9812158332520233
0,3,15,0.0008,-0.007352626570518418
1,3,15,0.0008,-0.00045964667233229506
2,3,15,0.0008,0.004160726065816633
3,3,15,0.0008,0.9812158332520233
3,3,15,0.0008,0.9812158332520233
0,0,15.0,0.0008,0.9908725267952201
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
0,0,15.0,0.0008,0.9908725267952201
0,1,15.0,0.0008,0.003890841728749664
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
0,1,15.0,0.0008,0.003890841728749664
0,2,15.0,0.0008,-0.0019330100362968672
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
0,2,15.0,0.0008,-0.0019330100362968672
0,3,15.0,0.0008,-0.007352626570518418
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
0,3,15.0,0.0008,-0.007352626570518418
1,0,15.0,0.0008,0.0048438444644977735
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
1,0,15.0,0.0008,0.0048438444644977735
1,1,15.0,0.0008,0.9938236933694422
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
1,1,15.0,0.0008,0.9938236933694422
1,2,15.0,0.0008,-0.004465904086956962
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
1,2,15.0,0.0008,-0.004465904086956962
1,3,15.0,0.0008,-0.00045964667233229506
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
1,3,15.0,0.0008,-0.00045964667233229506
2,0,15.0,0.0008,-0.0014854040540470126
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
2,0,15.0,0.0008,-0.0014854040540470126
2,1,15.0,0.0008,-0.0027565968974713473
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
2,1,15.0,0.0008,-0.0027565968974713473
2,2,15.0,0.0008,0.9886254792027873
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
2,2,15.0,0.0008,0.9886254792027873
2,3,15.0,0.0008,0.004160726065816633
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
2,3,15.0,0.0008,0.004160726065816633
3,0,15.0,0.0008,-0.0053930905687258335
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
3,0,15.0,0.0008,-0.0053930905687258335
3,1,15.0,0.0008,-0.0002708149903818541
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
3,1,15.0,0.0008,-0.0002708149903818541
3,2,15.0,0.0008,0.003971493279581614
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
3,2,15.0,0.0008,0.003971493279581614
3,3,15.0,0.0008,0.9812158332520233
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
3,3,15.0,0.0008,0.9812158332520233
0,0,15.0,0.0008,0.9908725267952201
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
0,0,15.0,0.0008,0.9908725267952201
0,1,15.0,0.0008,0.003890841728749664
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
0,1,15.0,0.0008,0.003890841728749664
0,2,15.0,0.0008,-0.0019330100362968672
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
0,2,15.0,0.0008,-0.0019330100362968672
0,3,15.0,0.0008,-0.007352626570518418
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
0,3,15.0,0.0008,-0.007352626570518418
1,0,15.0,0.0008,0.0048438444644977735
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
1,0,15.0,0.0008,0.0048438444644977735
1,1,15.0,0.0008,0.9938236933694422
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
1,1,15.0,0.0008,0.9938236933694422
1,2,15.0,0.0008,-0.004465904086956962
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
1,2,15.0,0.0008,-0.004465904086956962
1,3,15.0,0.0008,-0.00045964667233229506
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
1,3,15.0,0.0008,-0.00045964667233229506
2,0,15.0,0.0008,-0.0014854040540470126
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
2,0,15.0,0.0008,-0.0014854040540470126
2,1,15.0,0.0008,-0.0027565968974713473
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
2,1,15.0,0.0008,-0.0027565968974713473
2,2,15.0,0.0008,0.9886254792027873
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
2,2,15.0,0.0008,0.9886254792027873
2,3,15.0,0.0008,0.004160726065816633
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
2,3,15.0,0.0008,0.004160726065816633
3,0,15.0,0.0008,-0.0053930905687258335
0,0,15.0,0.0008,0.9908725267952201
1,0,15.0,0.0008,0.0048438444644977735
2,0,15.0,0.0008,-0.0014854040540470126
3,0,15.0,0.0008,-0.0053930905687258335
3,0,15.0,0.0008,-0.0053930905687258335
3,1,15.0,0.0008,-0.0002708149903818541
0,1,15.0,0.0008,0.003890841728749664
1,1,15.0,0.0008,0.9938236933694422
2,1,15.0,0.0008,-0.0027565968974713473
3,1,15.0,0.0008,-0.0002708149903818541
3,1,15.0,0.0008,-0.0002708149903818541
3,2,15.0,0.0008,0.003971493279581614
0,2,15.0,0.0008,-0.0019330100362968672
1,2,15.0,0.0008,-0.004465904086956962
2,2,15.0,0.0008,0.9886254792027873
3,2,15.0,0.0008,0.003971493279581614
3,2,15.0,0.0008,0.003971493279581614
3,3,15.0,0.0008,0.9812158332520233
0,3,15.0,0.0008,-0.007352626570518418
1,3,15.0,0.0008,-0.00045964667233229506
2,3,15.0,0.0008,0.004160726065816633
3,3,15.0,0.0008,0.9812158332520233
3,3,15.0,0.0008,0.9812158332520233
0,0,15.000000223517418,0.0008,0.9908725266602947
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
0,0,15.000000223517418,0.0008,0.9908725266602947
0,1,15.000000223517418,0.0008,0.003890841786336488
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
0,1,15.000000223517418,0.0008,0.003890841786336488
0,2,15.000000223517418,0.0008,-0.0019330100651547277
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
0,2,15.000000223517418,0.0008,-0.0019330100651547277
0,3,15.000000223517418,0.0008,-0.007352626678613403
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,0,15.000000223517418,0.0008,0.004843844536189523
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
1,0,15.000000223517418,0.0008,0.004843844536189523
1,1,15.000000223517418,0.0008,0.9938236932779275
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
1,1,15.000000223517418,0.0008,0.9938236932779275
1,2,15.000000223517418,0.0008,-0.0044659041530006605
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
1,2,15.000000223517418,0.0008,-0.0044659041530006605
1,3,15.000000223517418,0.0008,-0.0004596466795036211
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,0,15.000000223517418,0.0008,-0.0014854040762225518
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
2,0,15.000000223517418,0.0008,-0.0014854040762225518
2,1,15.000000223517418,0.0008,-0.002756596938237099
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
2,1,15.000000223517418,0.0008,-0.002756596938237099
2,2,15.000000223517418,0.0008,0.9886254790345002
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
2,2,15.000000223517418,0.0008,0.9886254790345002
2,3,15.000000223517418,0.0008,0.004160726126965164
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
2,3,15.000000223517418,0.0008,0.004160726126965164
3,0,15.000000223517418,0.0008,-0.005393090648012605
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
3,0,15.000000223517418,0.0008,-0.005393090648012605
3,1,15.000000223517418,0.0008,-0.0002708149946071062
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
3,1,15.000000223517418,0.0008,-0.0002708149946071062
3,2,15.000000223517418,0.0008,0.003971493337949036
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
3,2,15.000000223517418,0.0008,0.003971493337949036
3,3,15.000000223517418,0.0008,0.9812158329751888
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
3,3,15.000000223517418,0.0008,0.9812158329751888
0,0,15.000000223517418,0.0008,0.9908725266602947
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
0,0,15.000000223517418,0.0008,0.9908725266602947
0,1,15.000000223517418,0.0008,0.003890841786336488
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
0,1,15.000000223517418,0.0008,0.003890841786336488
0,2,15.000000223517418,0.0008,-0.0019330100651547277
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
0,2,15.000000223517418,0.0008,-0.0019330100651547277
0,3,15.000000223517418,0.0008,-0.007352626678613403
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,0,15.000000223517418,0.0008,0.004843844536189523
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
1,0,15.000000223517418,0.0008,0.004843844536189523
1,1,15.000000223517418,0.0008,0.9938236932779275
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
1,1,15.000000223517418,0.0008,0.9938236932779275
1,2,15.000000223517418,0.0008,-0.0044659041530006605
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
1,2,15.000000223517418,0.0008,-0.0044659041530006605
1,3,15.000000223517418,0.0008,-0.0004596466795036211
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,0,15.000000223517418,0.0008,-0.0014854040762225518
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
2,0,15.000000223517418,0.0008,-0.0014854040762225518
2,1,15.000000223517418,0.0008,-0.002756596938237099
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
2,1,15.000000223517418,0.0008,-0.002756596938237099
2,2,15.000000223517418,0.0008,0.9886254790345002
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
2,2,15.000000223517418,0.0008,0.9886254790345002
2,3,15.000000223517418,0.0008,0.004160726126965164
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
2,3,15.000000223517418,0.0008,0.004160726126965164
3,0,15.000000223517418,0.0008,-0.005393090648012605
0,0,15.000000223517418,0.0008,0.9908725266602947
1,0,15.000000223517418,0.0008,0.004843844536189523
2,0,15.000000223517418,0.0008,-0.0014854040762225518
3,0,15.000000223517418,0.0008,-0.005393090648012605
3,0,15.000000223517418,0.0008,-0.005393090648012605
3,1,15.000000223517418,0.0008,-0.0002708149946071062
0,1,15.000000223517418,0.0008,0.003890841786336488
1,1,15.000000223517418,0.0008,0.9938236932779275
2,1,15.000000223517418,0.0008,-0.002756596938237099
3,1,15.000000223517418,0.0008,-0.0002708149946071062
3,1,15.000000223517418,0.0008,-0.0002708149946071062
3,2,15.000000223517418,0.0008,0.003971493337949036
0,2,15.000000223517418,0.0008,-0.0019330100651547277
1,2,15.000000223517418,0.0008,-0.0044659041530006605
2,2,15.000000223517418,0.0008,0.9886254790345002
3,2,15.000000223517418,0.0008,0.003971493337949036
3,2,15.000000223517418,0.0008,0.003971493337949036
3,3,15.000000223517418,0.0008,0.9812158329751888
0,3,15.000000223517418,0.0008,-0.007352626678613403
1,3,15.000000223517418,0.0008,-0.0004596466795036211
2,3,15.000000223517418,0.0008,0.004160726126965164
3,3,15.000000223517418,0.0008,0.9812158329751888
